ReviewText;Review;ReviewLength;PlayHours;DatePosted
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠿⢮⠿⠧⠒⠚⠉⠋⢉⣀⣤⣾⣧⣢⢄⣀⠀⠀⢺⣶⡄⠉⠀⠀⢀⣀⠠⢁⡓⣬⢑⡾⢯⠹⡜⣿⣿⡝⣿⢋⡻⣿⣻⣟⣻⢿⣻⣟⣿⣿⣿⣿⣿⣿⣿⡟⠛⣿⠛⢻⣿⡿⠛⠉⠛⢦⣄⢠⢤⣿⠓⠒⢻⡟⠛⠛⣿⣿⠛⠛⠛⣷⣾⡟⠛⣶⣿⠛⠛⠛⠻⣦⣷⠛⠛⠛⢷⣿⠛⢻⡟⠛⢿⣶⠟⠛⠙⠻⣾⣿⠞⠋⠛⠻⣿⣿⣿⣿⣿⣿⡇⠀⠹⠀⢸⣿⡇⠀⣿⠀⠀⡧⠡⣸⣿⠀⠀⢸⡇⠀⠀⣿⣿⠀⢀⠀⢻⣿⡇⠀⣿⣿⠀⢸⡇⠀⢸⣿⠀⠀⣷⣿⣿⠀⠀⢷⠀⣿⣿⠀⠹⣦⣤⣿⣿⣄⣸⠂⠀⣹⣿⣿⣿⣿⣿⠀⠀⠀⠀⢸⣿⡇⠀⣿⠀⠀⣧⣷⣿⣿⠀⢸⠀⠀⡆⠀⣿⡏⠀⢸⠀⠸⣿⡇⠀⢾⣿⠀⢸⡇⠀⢸⢾⠀⢀⣈⣿⣿⠀⢀⠀⠀⣿⣿⣦⣀⠀⠙⣿⣿⠉⠙⠁⠀⣼⣿⣿⣿⣿⣿⠀⠀⡆⠀⢸⣿⡇⠀⠿⡄⢀⣿⣿⢻⣷⠀⢸⡀⢀⡇⢀⣿⡇⠀⣠⡀⠀⣿⣇⠀⣻⣿⠀⠸⠇⠀⣸⣿⠀⠀⠿⢿⣿⠀⢸⡀⠀⢿⣿⠀⠸⠇⠀⣸⣿⠶⢾⣶⣾⣿⣿⣿⣿⣿⣿⣶⣴⣿⣦⡼⠟⠛⢶⣤⣾⣿⣿⠏⣼⢿⢴⣾⣷⣾⣷⠶⠛⠳⠦⠟⠳⠶⠟⠳⠶⠟⠹⢶⣶⢾⣿⣿⡿⣷⣷⣦⡾⠻⠶⠼⠷⠶⠾⢿⣷⣤⡤⠾⠻⠻⠦⢾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠋⠀⢠⡖⣩⣾⣿⠟⡁⡾⠃⠀⣮⣿⣿⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⡸⣿⣿⣷⠀⢹⣮⣧⠀⠀⢣⡀⠀⢠⠈⢿⡧⣼⠁⡄⢣⠐⠀⢻⣿⣿⣾⣿⣽⣿⣻⣿⡿⠁⠀⣴⢋⣼⣿⠿⠋⣰⠇⠀⢀⣶⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠘⢷⢻⣻⢿⡄⠂⣽⣿⡄⡘⠌⢓⠀⠂⠐⠘⢿⣼⣷⢀⠈⡲⢦⣆⡿⣿⣿⣿⢷⣯⣿⠟⠀⢀⡞⢡⣾⠟⠁⢠⣾⠏⠀⠀⣼⢿⣿⠇⠀⠀⠀⠀⢀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢸⣾⡄⣿⡆⠐⡈⣿⡏⣑⠣⢌⠃⠀⠉⣤⣦⡉⢿⣿⣇⠺⣥⣞⡵⡹⣿⡿⣯⣿⠋⢀⡴⣋⣴⠟⠁⠀⣰⣿⠏⢀⠀⣸⣯⣿⡟⠀⠀⠀⠀⡠⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠰⣿⣇⠸⣷⡐⡀⢹⣷⣌⢝⠢⢌⢠⡁⣹⣿⣧⠈⢿⣿⡳⡆⡝⣜⢡⢻⢷⣿⢏⠀⡞⡼⠉⠁⡴⢫⣾⣿⡣⢰⠇⣀⣿⣿⣿⠃⠀⠀⠀⠀⠀⣠⣼⡇⠀⠀⠀⠀⠀⠀⠀⢀⣴⡖⠀⠳⢻⡀⢻⣷⠀⠀⠛⢾⣏⡝⢦⠀⡷⢸⣿⣿⠷⣮⣽⣷⣋⠖⡭⢦⣉⣾⠏⣿⠀⠀⠀⢀⣾⣷⢟⢞⡽⣡⡿⣴⣿⣿⡟⠉⢀⣀⣠⣴⡾⠿⠿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⢻⣷⡄⠀⠈⢷⡘⣿⣯⠐⡈⠘⣿⡜⣯⡒⣿⡆⢻⣿⢯⢹⡿⣿⡗⣞⢰⠛⣶⣿⢰⡇⠀⢀⢠⣿⡿⠋⢠⣾⢷⣿⣵⣿⣿⣿⠿⠛⠉⠉⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠿⣶⣄⠀⠹⣇⠛⣷⡁⢀⢹⣿⡹⣷⣿⣏⠈⣿⣟⠦⣓⢿⣿⡌⢧⡋⠴⣿⣿⡇⠐⢀⣾⡿⢃⣤⣿⢣⣿⣿⣿⣿⣿⣧⣴⣶⣶⣶⣖⣲⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠈⠳⢦⣜⡇⢘⣿⠀⠈⣿⣧⣿⣿⡇⢣⣿⣿⡎⣷⣘⣿⣏⢽⣎⠱⣿⣿⠏⠀⣸⣿⡧⣾⠟⡅⣾⣿⣿⣿⣿⣻⣿⣿⡟⠻⡿⢿⣿⣿⣿⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣀⠀⠀⠀⠀⠈⣷⡌⣿⢿⡀⢹⣿⣾⣿⡇⢣⢿⣿⣏⣿⣜⣿⣿⡞⡽⣖⣿⠏⠀⣰⣿⠯⣽⢏⣼⠻⣿⢳⣿⣿⣿⠁⠙⠛⠷⣤⣙⠲⠧⠟⡛⠻⠅⠀⠀⠀⠀⠀⠀⠀⢀⡀⣴⡿⠿⠽⣿⣶⣦⢤⣼⣶⣟⡘⣧⡙⣯⢿⣿⡸⡱⣮⣿⣯⢽⡟⣾⣿⣟⡼⢹⢋⠄⢰⣿⠏⢘⣿⣯⣼⠀⣿⣿⣿⣿⡿⠀⠀⠀⠀⠀⠉⠉⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠻⣿⣿⣿⣦⣤⣈⡉⣿⣯⡽⡟⠆⢿⠠⢿⣻⣧⣻⣧⠗⡼⣿⣿⡝⣖⢻⣿⣞⠷⠋⢰⣿⠋⣠⣾⢟⣁⢾⣵⣿⣷⣿⣿⣇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠻⠺⠻⢿⡿⢿⣿⣿⠧⣷⣼⡿⣘⣿⡗⣿⡜⡧⢎⣹⣿⡏⣾⢣⣿⣿⣮⣶⠟⣣⣾⣿⣿⡖⣴⣾⣿⣿⣿⣿⣹⣿⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣻⠟⣿⠀⣿⡿⣿⣼⣿⢹⣿⣿⡗⡨⣜⣿⣟⡔⣣⢻⣷⣻⣯⣾⣿⣿⣿⣻⣴⣿⣿⣿⣿⣿⢿⣿⣿⣇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠠⣤⣿⠟⠻⣷⣿⣇⣿⣿⡘⣾⣿⣿⣷⡱⣌⢳⡭⣿⡄⢻⡜⣿⣿⣿⣿⣿⡏⣷⣿⣿⣿⣿⡿⣿⡟⣿⢿⣿⡀⠀⠀⠀⠀⠀⠀⠀⠀⠐⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⠟⠁⠀⢀⣾⣿⣿⣿⣇⢺⣿⣿⣟⣿⣿⡆⣏⢔⠻⡌⠷⡰⢛⣿⣿⣿⣿⣗⢸⢻⣿⣿⣿⣿⣿⣿⡘⢷⡝⣷⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣸⣿⣿⣿⣿⡇⣾⡞⣿⢭⣿⣷⢟⠧⣾⣷⣶⣹⣶⣍⣿⣿⡿⣿⣿⣾⣽⣿⣿⣿⣿⣿⡻⢷⣙⣷⡜⣿⣆⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣿⣟⣽⣿⣟⣧⣻⡇⡛⢦⣿⣿⢺⣟⢷⣻⣯⢳⣿⣿⣿⣿⣷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣸⢿⣽⣷⡿⣿⡀⠀⠀⠀⠀⠀⠀⠀⠀⢀⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣴⣿⡿⢹⣿⣿⣿⣏⣿⣃⢣⣾⣿⣏⣾⣟⣼⡻⣯⢾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣞⢿⣿⣷⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠑⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣿⣿⠏⡔⣿⢿⣿⣿⣿⣺⣷⡿⣿⠟⣽⣳⣿⡲⣿⡴⣻⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣯⢷⠻⣿⣷⣧⣿⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣶⣿⣿⠛⠠⢘⣼⠋⣼⣿⣿⣿⡷⣿⣿⣟⣾⣿⣟⣿⣷⢫⣷⣿⣻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣟⣯⠹⣿⡷⣻⣿⣿⣦⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣴⣾⣿⣿⡿⠋⠀⡌⣴⡿⢡⠂⣿⣿⣿⣿⣿⣽⣿⣿⣿⣟⡾⣿⣽⣾⣯⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣽⡧⣹⣷⣹⢿⣿⣿⣷⣄⡀⠀⠀⢀⣀⣤⣶⣿⣿⣿⣿⣿⠟⠀⢀⡶⢿⡿⢁⢦⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣿⣥⡹⣿⣾⡹⣿⣿⣿⣿⣿⣿⢿⣿⣿⣿⣿⣿⣿⠿⢡⠠⠒⠀⣼⡟⣱⢯⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠜⡹⣷⡝⣎⣿⣿⣽⣿⣗⣫⣿⣿⣿⡿⠛⠁⠀⠀⠀⢠⣾⠏⠜⣱⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣏⠄⠑⢞⠻⢬⢍⠻⢿⣿⣿⣟⡿⠟⠁⠠⠀⠊⠁⢀⣰⠟⢁⠠⠚⣵⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣆⠀⠈⢣⠄⠂⠡⠀⠹⣿⣿⣄⠀⠀⠀⠀⠀⣠⡞⠁⠈⠀⣠⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣦⡄⠀⠑⠘⠀⠀⠀⠉⠘⢿⡿⢦⣀⣠⣞⠋⠀⠀⠀⣤⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣆⡀⠠⠀⠀⠀⠀⠀⠀⠹⣷⡽⠟⢁⣀⣀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣾⣷⣮⣄⠀⠀⠀⠘⢿⡖⢣⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢦⡀⠀⣀⣤⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⢛⣿⣿⣿⣿⣿⣻⣿⣿⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣌⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⢰⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡎⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡧⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢂⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣎⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢯⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣜⠻⠿⢿⣿⣿⣿⣿⣿⣿⣟⣷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣤⣶⣶⣯⣽⣿⣿⣿⣽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿;Recommended;2990;294.0;03-29-2024
I died a lot. Very recommended;Recommended;25;59.6;03-29-2024
''You Died'';Recommended;11;56.5;03-29-2024
best open world game i ever played;Recommended;28;38.2;03-29-2024
I can beacome Guts. Best game;Recommended;24;29.0;03-29-2024
Pain;Recommended;4;123.4;03-29-2024
Product refundedI was defeated by this game. Steam issued me a refund out of sadness. 10/10 would lose again;Recommended;90;2.5;03-29-2024
I already have too many hours on the Xbox version. I will now dump countless hours into this one for the DLC. Be careful because you will lose yourself in the lands between. The days start to blur together and pass by in a moment. I must become the Elden Lord. Ranni is calling me.....;Recommended;231;9.7;03-29-2024
try finger but wholegreat success 👍;Recommended;30;138.2;03-29-2024
Yes;Recommended;3;218.7;03-29-2024
Beautiful;Recommended;9;211.3;03-29-2024
Gud gam;Recommended;6;642.7;03-29-2024
It is a fun game with a lot of things to do and open worlded;Recommended;46;49.9;03-29-2024
good game yes play;Recommended;15;13.2;03-29-2024
yeah;Recommended;4;10.2;03-29-2024
rot;Recommended;3;10.3;03-29-2024
It gud;Recommended;5;25.9;03-29-2024
Dog pope! 🐢;Recommended;9;45.8;03-29-2024
try finger but wholegreat success 👍;Recommended;30;138.2;03-29-2024
Yes;Recommended;3;218.7;03-29-2024
Beautiful;Recommended;9;211.3;03-29-2024
Gud gam;Recommended;6;642.7;03-29-2024
It is a fun game with a lot of things to do and open worlded;Recommended;46;49.9;03-29-2024
good game yes play;Recommended;15;13.2;03-29-2024
yeah;Recommended;4;10.2;03-29-2024
rot;Recommended;3;10.3;03-29-2024
It gud;Recommended;5;25.9;03-29-2024
Dog pope! 🐢;Recommended;9;45.8;03-29-2024
It's fantastic. Even for people unfamiliar with FromSoft's other games, this game is accessible in spite of its lineage of difficulty. There are multiple things you can do to gain strength, and also multiple strategies you can employ within combat itself.The addition of the open world and crafting system is a huge boon to the formula. The open world encourages exploration, which has always been a strong point in FromSoft games, and also opens up tons of opportunities to power up through side activities and explore quests through the various characters you can find and talk to. The crafting system also functions as a way to ease exploration by creating useful tools, as well as make combat more manageable through crafting throwables, ammo, status inflicting items and buffs.The moment to moment gameplay is vastly improved as well. You still have your light and heavy attacks, your guarding and parrying, and your magical spells in two different flavors. But all of these features have improved in a number of ways, including new ways to interact in combat. Combat Arts can be a fundamental part of the way you play, opening up lots of new moves and abilities, the new guard counter allows for a much more defensive playstyle to punish opponents after they attack, and heavy (especially charged heavy) attacks can break your opponents stance to open them up to critical hits. If you're struggling with a fight, changing your strategy can be a viable option, and if that fails then opening up the crafting menu can also give you the edge you need. If all else fails, you can rely on your fellow Tarnished and summon a friend (or stranger) to help you out in multiplayer.This game is the best version released of FromSoft's formula that they've been refining for years. As someone who's played every game in the Souls series, including Bloodborne and Sekiro, this one is my favorite. And here's to hoping the DLC improves on this already great game even more!;Recommended;1632;112.7;03-29-2024
best dark souls in history.;Recommended;23;78.8;03-29-2024
Is good.;Recommended;7;538.2;03-29-2024
get cloud services this is ass;Not Recommended;25;15.1;03-29-2024
if you hate yourself play this game;Recommended;29;40.3;03-29-2024
tarnishes my reputation with women;Recommended;30;97.5;03-29-2024
69 lol;Recommended;5;69.5;03-29-2024
FLAWLESS MASTERPIECETHE GREATEST GAME OF ALL TIME;Recommended;43;35.6;03-29-2024
peak;Recommended;4;499.0;03-29-2024
One of the most addictive games i have ever played.Recommend if you wanna go insane.;Recommended;70;82.2;03-29-2024
It's fantastic. Even for people unfamiliar with FromSoft's other games, this game is accessible in spite of its lineage of difficulty. There are multiple things you can do to gain strength, and also multiple strategies you can employ within combat itself.The addition of the open world and crafting system is a huge boon to the formula. The open world encourages exploration, which has always been a strong point in FromSoft games, and also opens up tons of opportunities to power up through side activities and explore quests through the various characters you can find and talk to. The crafting system also functions as a way to ease exploration by creating useful tools, as well as make combat more manageable through crafting throwables, ammo, status inflicting items and buffs.The moment to moment gameplay is vastly improved as well. You still have your light and heavy attacks, your guarding and parrying, and your magical spells in two different flavors. But all of these features have improved in a number of ways, including new ways to interact in combat. Combat Arts can be a fundamental part of the way you play, opening up lots of new moves and abilities, the new guard counter allows for a much more defensive playstyle to punish opponents after they attack, and heavy (especially charged heavy) attacks can break your opponents stance to open them up to critical hits. If you're struggling with a fight, changing your strategy can be a viable option, and if that fails then opening up the crafting menu can also give you the edge you need. If all else fails, you can rely on your fellow Tarnished and summon a friend (or stranger) to help you out in multiplayer.This game is the best version released of FromSoft's formula that they've been refining for years. As someone who's played every game in the Souls series, including Bloodborne and Sekiro, this one is my favorite. And here's to hoping the DLC improves on this already great game even more!;Recommended;1632;112.7;03-29-2024
best dark souls in history.;Recommended;23;78.8;03-29-2024
Is good.;Recommended;7;538.2;03-29-2024
get cloud services this is ass;Not Recommended;25;15.1;03-29-2024
if you hate yourself play this game;Recommended;29;40.3;03-29-2024
tarnishes my reputation with women;Recommended;30;97.5;03-29-2024
69 lol;Recommended;5;69.5;03-29-2024
FLAWLESS MASTERPIECETHE GREATEST GAME OF ALL TIME;Recommended;43;35.6;03-29-2024
peak;Recommended;4;499.0;03-29-2024
One of the most addictive games i have ever played.Recommend if you wanna go insane.;Recommended;70;82.2;03-29-2024
This is the best game ever i literally ♥♥♥ to the thought of it;Recommended;50;87.1;03-29-2024
From a person who never really took interest in fromsoftwares games this game is a masterpiece to experience. Many games are, but for me at least Elden Ring has an allure that is unique.;Recommended;153;320.8;03-29-2024
First hug I got from a women.;Recommended;23;121.2;03-29-2024
I have ordered 20 replacement monitors and keyboards;Recommended;45;6.5;03-29-2024
elden hole;Recommended;9;168.4;03-29-2024
"Switched from ps5 to PC for the DLC.Internet Connection is so bad for the PC Version. Its so worse compared to the PS5 netcode.Wonderful game but this is a joke. i would like to get my money back ;_;";Not Recommended;161;33.9;03-29-2024
Great game;Recommended;9;105.4;03-29-2024
Best game ever;Recommended;12;203.6;03-29-2024
Phenomenal game;Recommended;14;90.5;03-29-2024
extremely mid game(This is the most wondrous thing to ev'r existeth);Recommended;58;209.9;03-29-2024
This is the best game ever i literally ♥♥♥ to the thought of it;Recommended;50;87.1;03-29-2024
From a person who never really took interest in fromsoftwares games this game is a masterpiece to experience. Many games are, but for me at least Elden Ring has an allure that is unique.;Recommended;153;320.8;03-29-2024
First hug I got from a women.;Recommended;23;121.2;03-29-2024
I have ordered 20 replacement monitors and keyboards;Recommended;45;6.5;03-29-2024
elden hole;Recommended;9;168.4;03-29-2024
"Switched from ps5 to PC for the DLC.Internet Connection is so bad for the PC Version. Its so worse compared to the PS5 netcode.Wonderful game but this is a joke. i would like to get my money back ;_;";Not Recommended;161;33.9;03-29-2024
Great game;Recommended;9;105.4;03-29-2024
Best game ever;Recommended;12;203.6;03-29-2024
Phenomenal game;Recommended;14;90.5;03-29-2024
extremely mid game(This is the most wondrous thing to ev'r existeth);Recommended;58;209.9;03-29-2024
Its for sure the best game ever made,And im super excited for the DLCPS:Dont use magic or mimic, or you're Weird;Recommended;92;207.2;03-29-2024
Product received for freeBEST GAME;Recommended;30;43.2;03-29-2024
great game, finally beat tree sentinel;Recommended;33;84.7;03-29-2024
The only FromSoft game that I went for 100% on. Absolute banger;Recommended;52;249.6;03-29-2024
BEST GAME I PLAYED TBH;Recommended;18;260.9;03-29-2024
Just a masterpiece;Recommended;16;12.0;03-29-2024
I like that you have to pay attention to attacks of enemies and running headlong into a fight is not always the best way to defeat enemies. Also, the variation of styles of your character allows for replay ability with varying outcomes of quests. One real negative thing I have to say is dialogue and story is sometimes tedious.;Recommended;270;342.2;03-29-2024
"This game saved my career as a truck driver. On the night of February 20, 2022 I was called into my boss's office. Larry sat me down on the other side of his desk, at this moment I was quite ecstatic, I thought I was going to get a pay raise for how good I had been doing on the road! Oh boy was I wrong. Larry had told me that I was actually causing a loss of profits for the company and that if I didn't step up my performance soon they would have no choice but to get rid of me. I thought to myself ""♥♥♥♥! I can't lose my job, I'm 57 years old with 10 years of payments left on my mortgage, $15,000 in student loan debt, $50,000 in credit card debt, a wife, 3 kids, 4 dogs, and 2 cats. This might be the end for me."" I took the next day off of work to collect myself, and that's when I saw it. I opened up Steam for the first time in months, at the top there was a bright green banner with the beautiful, bold, yellowed letters ""ELDEN RING"" at the top. Now, as a big fan of the previous hit FromSoftware game ""Dark Souls 2"" I knew I had to check it out. I was hooked just from the images, don't even get me started about those videos. They put a little pep in my step if you're picking up what I'm putting down. I pre-ordered the game immediately, but I thought to myself ""How do I play this on the road?"" I knew there was only one option, so I did it. I ordered a Steam Deck to accompany me on my journeys travelling through the blessed lands of freedom. Before I knew it, the Steam Deck had arrived and Elden Ring had been released. I played this game every single night when I was parked in the truck stops. I was in love, for the first time in forever I felt like I enjoyed my job again. I was motivated to get my performance up and save my career. My performance increased by 76% when I started playing Elden Ring and my boss actually ended up giving me a raise. Thank you Miyazaki and FromSoftware for changing my life.";Recommended;1540;182.6;03-29-2024
